Order_ID,Customer_ID,age,Driver_ID,Restaurant_ID,Restaurant_Name,Restaurant_Branch,City,Order_Date,food_type,Order_Value,Delivery_Fee,Discount,Final_Amount,Payment_mode,Segment,Rating,Category
O461,C1493,54,D408,R255,Dominos,"Pune B2",Pune,2024-03-10,Non-Veg,402,53,95,360,Card,Regular,4,Cafe
O462,C700,39,D843,R283,McDonalds,"Mumbai B7",Mumbai,2024-02-01,Non-Veg,975,39,70,944,UPI,Occasional,3.7,"Fast Food"
O463,C266,28,D224,R211,"Pizza Hut","Bangalore B4",Bangalore,2023-07-14,Veg,636,57,68,625,UPI,Occasional,3.1,Cafe
O464,C348,26,D118,R275,Dominos,"Bangalore B9",Bangalore,2024-04-03,Non-Veg,838,46,67,817,UPI,Regular,3.6,Cafe
O465,C1015,36,D303,R174,Dominos,"Pune B8",Pune,2023-12-30,Veg,601,44,45,600,Card,Regular,3.7,Cafe
O466,C1566,32,D449,R268,"Biryani House","Hyderabad B4",Hyderabad,2024-03-13,Veg,760,39,66,733,UPI,Regular,4.3,"Fast Food"
O467,C1544,33,D387,R386,"Pizza Hut","Mumbai B3",Mumbai,2024-03-03,Veg,932,43,41,934,UPI,Occasional,3.2,"Casual Dining"
O468,C354,26,D735,R387,KFC,"Pune B7",Pune,2024-02-19,Non-Veg,202,30,16,216,UPI,Occasional,4.3,"Casual Dining"
O469,C877,33,D159,R367,Dominos,"Pune B7",Pune,2023-12-06,Veg,566,44,59,551,Card,Occasional,4.9,"Fast Food"
O470,C1366,47,D860,R145,McDonalds,"Pune B4",Pune,2023-05-08,Non-Veg,945,23,35,933,UPI,Occasional,3.4,"Fast Food"
O471,C1522,69,D64,R324,McDonalds,"Pune B8",Pune,2023-09-06,Veg,687,30,56,661,UPI,Regular,3.7,"Casual Dining"
O472,C1215,29,D854,R359,McDonalds,"Mumbai B9",Mumbai,2024-02-15,Veg,281,32,123,190,UPI,Occasional,4.7,"Fast Food"
O473,C1925,50,D379,R151,"Biryani House","Hyderabad B10",Hyderabad,2023-05-16,Non-Veg,651,31,120,562,Cash,Regular,4.9,"Fast Food"
O474,C1532,25,D707,R199,"Biryani House","Delhi B9",Delhi,2024-05-17,Non-Veg,483,59,76,466,Cash,Premium,4.9,"Casual Dining"
O475,C698,39,D909,R346,KFC,"Hyderabad B1",Hyderabad,2024-04-10,Non-Veg,768,32,113,687,Cash,Premium,4.9,Cafe
O476,C986,70,D151,R30,"Pizza Hut","Mumbai B5",Mumbai,2023-08-19,Veg,201,48,94,155,Cash,Premium,3.4,"Casual Dining"
O477,C829,40,D788,R271,McDonalds,"Bangalore B2",Bangalore,2024-02-26,Non-Veg,694,25,41,678,UPI,Premium,4.3,"Fast Food"
O478,C1440,25,D975,R341,KFC,"Pune B9",Pune,2023-07-26,Non-Veg,871,47,126,792,UPI,Regular,3.5,Cafe
O479,C477,40,D51,R373,Dominos,"Mumbai B4",Mumbai,2024-06-15,Veg,362,50,131,281,UPI,Occasional,3.8,Cafe
O480,C1444,28,D990,R339,"Biryani House","Delhi B6",Delhi,2023-12-01,Non-Veg,719,54,38,735,UPI,Occasional,3.5,"Casual Dining"
O481,C31,35,D713,R303,"Pizza Hut","Delhi B3",Delhi,2024-03-30,Non-Veg,222,60,34,248,Cash,Occasional,3.5,"Casual Dining"
O482,C1754,44,D449,R254,KFC,"Hyderabad B4",Hyderabad,2024-06-25,Veg,824,27,32,819,UPI,Occasional,4.3,"Fast Food"
O483,C898,28,D242,R193,"Pizza Hut","Mumbai B3",Mumbai,2023-09-24,Non-Veg,767,59,36,790,Cash,Premium,5,"Fast Food"
O484,C393,40,D693,R63,Dominos,"Delhi B3",Delhi,2023-09-06,Veg,499,32,55,476,UPI,Regular,3.7,Cafe
O485,C1857,51,D86,R35,McDonalds,"Bangalore B6",Bangalore,2024-05-07,Non-Veg,744,58,38,764,UPI,Regular,4.5,"Casual Dining"
O486,C1194,38,D770,R281,"Pizza Hut","Mumbai B1",Mumbai,2023-10-26,Non-Veg,472,31,43,460,UPI,Occasional,3.8,"Casual Dining"
O487,C1520,40,D685,R270,KFC,"Delhi B2",Delhi,2024-01-26,Non-Veg,669,57,68,658,UPI,Occasional,4.8,Cafe
O488,C249,38,D13,R123,Dominos,"Delhi B2",Delhi,2023-07-18,Non-Veg,306,32,27,311,Cash,Premium,4.7,"Fast Food"
O489,C308,38,D197,R292,"Pizza Hut","Delhi B4",Delhi,2024-06-06,Veg,826,25,45,806,UPI,Premium,3.6,"Casual Dining"
O490,C373,40,D886,R287,McDonalds,"Bangalore B10",Bangalore,2024-04-07,Non-Veg,481,48,22,507,UPI,Premium,4.6,Cafe
O491,C95,39,D295,R74,McDonalds,"Mumbai B3",Mumbai,2024-07-09,Veg,402,23,44,381,UPI,Occasional,3.1,"Casual Dining"
O492,C154,28,D892,R194,Dominos,"Delhi B3",Delhi,2024-04-01,Veg,231,43,16,258,Cash,Occasional,4.1,"Fast Food"
O493,C760,19,D232,R141,Dominos,"Delhi B6",Delhi,2023-07-01,Non-Veg,205,46,89,162,UPI,Occasional,3.8,"Fast Food"
O494,C1560,40,D337,R199,"Biryani House","Delhi B9",Delhi,2024-03-27,Veg,605,49,78,576,UPI,Premium,4.1,"Casual Dining"
O495,C146,31,D398,R83,Dominos,"Delhi B2",Delhi,2024-01-06,Veg,207,42,115,134,UPI,Premium,4.1,"Fast Food"
O496,C585,40,D54,R330,KFC,"Mumbai B1",Mumbai,2023-06-19,Non-Veg,602,42,35,609,UPI,Premium,4.6,Cafe
O497,C1873,29,D408,R374,KFC,"Pune B5",Pune,2023-09-16,Veg,426,50,98,378,Card,Premium,4,"Casual Dining"
O498,C1506,20,D945,R326,McDonalds,"Pune B7",Pune,2023-12-30,Non-Veg,540,36,70,506,UPI,Premium,3.1,"Casual Dining"
O499,C1253,37,D40,R293,KFC,"Mumbai B3",Mumbai,2023-09-20,Non-Veg,431,33,86,378,UPI,Regular,4.4,Cafe
O500,C1406,33,D237,R226,"Pizza Hut","Mumbai B7",Mumbai,2024-02-15,Non-Veg,478,36,127,387,UPI,Premium,4.7,"Casual Dining"
O501,C424,34,D112,R365,"Pizza Hut","Bangalore B7",Bangalore,2024-08-14,Non-Veg,267,33,85,215,Card,Regular,3.7,"Casual Dining"
O502,C1506,35,D215,R14,Dominos,"Pune B7",Pune,2024-01-15,Veg,361,47,9,399,UPI,Premium,4.3,Cafe
O503,C1372,28,D626,R391,McDonalds,"Delhi B5",Delhi,2024-06-02,Veg,848,27,15,860,UPI,Premium,4.2,"Casual Dining"
O504,C1347,36,D758,R376,"Biryani House","Bangalore B4",Bangalore,2023-12-27,Non-Veg,730,44,59,715,UPI,Regular,3.9,"Casual Dining"
O505,C725,30,D138,R250,McDonalds,"Delhi B8",Delhi,2024-02-06,Veg,453,28,45,436,UPI,Occasional,4.1,"Fast Food"
O506,C352,29,D927,R298,Dominos,"Pune B5",Pune,2023-10-09,Non-Veg,265,50,72,243,UPI,Premium,4.4,"Casual Dining"
O507,C998,69,D981,R332,KFC,"Mumbai B10",Mumbai,2023-12-09,Veg,218,54,5,267,UPI,Premium,3.3,"Fast Food"
O508,C509,35,D298,R230,KFC,"Delhi B7",Delhi,2024-03-22,Non-Veg,338,40,56,322,Cash,Premium,4.8,"Casual Dining"
O509,C1978,27,D557,R153,KFC,"Bangalore B1",Bangalore,2023-12-16,Non-Veg,255,45,28,272,UPI,Regular,4.7,"Casual Dining"
O510,C1667,37,D811,R325,KFC,"Hyderabad B4",Hyderabad,2024-04-07,Veg,458,45,94,409,UPI,Regular,4,"Casual Dining"
O511,C134,28,D617,R148,"Pizza Hut","Delhi B2",Delhi,2024-06-21,Non-Veg,704,55,86,673,UPI,Occasional,4.7,"Casual Dining"
O512,C910,33,D778,R219,McDonalds,"Mumbai B1",Mumbai,2023-09-05,Veg,644,28,135,537,Cash,Premium,4.4,Cafe
O513,C1573,31,D600,R400,McDonalds,"Pune B4",Pune,2024-08-16,Veg,783,22,38,767,UPI,Regular,4.7,"Fast Food"
O514,C437,63,D661,R283,McDonalds,"Mumbai B7",Mumbai,2024-06-17,Veg,846,41,143,744,UPI,Occasional,4.5,"Fast Food"
O515,C955,29,D5,R88,"Biryani House","Delhi B4",Delhi,2023-08-03,Non-Veg,691,39,67,663,Card,Premium,3.2,"Casual Dining"
O516,C148,32,D925,R387,KFC,"Pune B7",Pune,2023-10-14,Veg,253,24,6,271,UPI,Premium,3.3,"Casual Dining"
O517,C1066,54,D350,R211,"Pizza Hut","Bangalore B4",Bangalore,2023-09-01,Non-Veg,776,21,43,754,UPI,Occasional,4.1,Cafe
O518,C1336,31,D685,R194,Dominos,"Delhi B3",Delhi,2024-08-29,Veg,906,47,66,887,Cash,Occasional,4.8,"Fast Food"
O519,C1299,31,D21,R54,"Pizza Hut","Delhi B4",Delhi,2023-07-24,Veg,787,30,45,772,UPI,Occasional,4.3,"Casual Dining"
O520,C780,32,D507,R226,"Pizza Hut","Mumbai B7",Mumbai,2023-11-03,Veg,462,23,123,362,Cash,Occasional,3.3,"Casual Dining"
O521,C1772,32,D114,R223,McDonalds,"Bangalore B5",Bangalore,2023-04-28,Veg,675,54,29,700,UPI,Regular,3.2,"Fast Food"
O522,C1748,29,D649,R313,KFC,"Hyderabad B6",Hyderabad,2024-02-25,Non-Veg,400,48,11,437,Cash,Occasional,4.6,Cafe
O523,C587,28,D392,R50,"Biryani House","Hyderabad B5",Hyderabad,2023-09-19,Non-Veg,849,22,141,730,Cash,Regular,4.1,Cafe
O524,C1033,38,D558,R153,KFC,"Bangalore B1",Bangalore,2023-11-28,Non-Veg,593,38,5,626,UPI,Regular,4.5,"Casual Dining"
O525,C1546,55,D663,R214,"Pizza Hut","Mumbai B3",Mumbai,2023-10-14,Non-Veg,877,30,40,867,UPI,Occasional,3,"Fast Food"
O526,C694,36,D428,R6,Dominos,"Mumbai B4",Mumbai,2024-02-26,Non-Veg,404,58,92,370,UPI,Premium,3.4,Cafe
O527,C1034,38,D720,R207,"Biryani House","Hyderabad B1",Hyderabad,2024-09-26,Veg,429,38,6,461,UPI,Regular,4.9,"Fast Food"
O528,C1659,46,D429,R124,"Pizza Hut","Hyderabad B1",Hyderabad,2024-05-26,Non-Veg,430,28,148,310,UPI,Occasional,3.1,"Fast Food"
O529,C1659,31,D858,R363,KFC,"Hyderabad B9",Hyderabad,2024-06-23,Non-Veg,795,48,59,784,Cash,Occasional,3.1,"Fast Food"
O530,C1355,38,D666,R369,"Biryani House","Delhi B4",Delhi,2023-11-01,Non-Veg,930,31,12,949,UPI,Premium,3.8,Cafe
O531,C664,39,D562,R318,"Pizza Hut","Hyderabad B3",Hyderabad,2024-08-28,Non-Veg,879,50,84,845,UPI,Occasional,3.4,Cafe
O532,C1521,58,D480,R168,"Biryani House","Hyderabad B9",Hyderabad,2024-07-19,Non-Veg,665,53,122,596,UPI,Occasional,3,"Fast Food"
O533,C466,35,D104,R97,KFC,"Mumbai B10",Mumbai,2024-02-21,Non-Veg,247,47,0,294,UPI,Premium,3.9,Cafe
O534,C1048,34,D542,R295,"Biryani House","Pune B5",Pune,2024-05-17,Veg,982,40,145,877,UPI,Premium,4.5,Cafe
O535,C1448,51,D973,R376,"Biryani House","Bangalore B4",Bangalore,2024-03-10,Non-Veg,634,32,93,573,UPI,Occasional,3.7,"Casual Dining"
O536,C522,33,D647,R312,KFC,"Hyderabad B7",Hyderabad,2023-09-18,Non-Veg,480,53,115,418,UPI,Occasional,3.6,"Casual Dining"
O537,C505,27,D659,R242,McDonalds,"Pune B8",Pune,2023-07-13,Veg,525,25,146,404,UPI,Regular,3.7,"Fast Food"
O538,C656,70,D420,R346,KFC,"Hyderabad B1",Hyderabad,2023-05-14,Veg,529,37,12,554,UPI,Occasional,4.4,Cafe
O539,C1341,38,D464,R203,"Pizza Hut","Hyderabad B9",Hyderabad,2024-03-19,Non-Veg,826,33,113,746,Cash,Occasional,3.2,"Fast Food"
O540,C532,28,D780,R253,McDonalds,"Bangalore B10",Bangalore,2023-08-28,Veg,636,38,68,606,UPI,Occasional,4.2,"Fast Food"
O541,C105,30,D335,R33,"Pizza Hut","Mumbai B10",Mumbai,2023-04-22,Non-Veg,926,21,26,921,Cash,Premium,3.9,Cafe
O542,C131,28,D142,R62,McDonalds,"Pune B3",Pune,2024-03-04,Veg,356,24,1,379,UPI,Regular,4.6,Cafe
O543,C708,25,D733,R303,"Pizza Hut","Delhi B3",Delhi,2024-01-23,Veg,694,50,132,612,Cash,Regular,4.9,"Casual Dining"
O544,C1687,28,D148,R234,"Biryani House","Delhi B2",Delhi,2023-07-13,Non-Veg,964,60,8,1016,Cash,Regular,3.7,"Fast Food"
O545,C1116,33,D659,R28,Dominos,"Pune B3",Pune,2023-02-06,Non-Veg,776,40,148,668,UPI,Premium,3.7,"Casual Dining"
O546,C45,32,D521,R314,McDonalds,"Pune B7",Pune,2023-09-11,Non-Veg,237,20,67,190,UPI,Regular,4.4,Cafe
O547,C1570,42,D967,R283,McDonalds,"Mumbai B7",Mumbai,2023-07-13,Veg,297,31,65,263,Cash,Occasional,4.2,"Fast Food"
O548,C564,33,D784,R135,KFC,"Pune B5",Pune,2023-12-19,Non-Veg,279,42,143,178,UPI,Regular,4.9,Cafe
O549,C128,40,D37,R196,"Biryani House","Hyderabad B5",Hyderabad,2023-08-22,Non-Veg,675,54,133,596,Cash,Occasional,3.3,Cafe
O550,C602,69,D458,R297,KFC,"Bangalore B3",Bangalore,2024-01-07,Veg,534,28,132,430,UPI,Regular,3.8,Cafe
O551,C1217,33,D601,R131,KFC,"Pune B7",Pune,2023-11-09,Veg,521,56,4,573,Card,Premium,4.7,Cafe
O552,C1386,27,D112,R56,"Pizza Hut","Bangalore B7",Bangalore,2024-01-03,Non-Veg,316,38,83,271,Cash,Premium,3.7,"Casual Dining"
O553,C418,48,D248,R215,Dominos,"Hyderabad B10",Hyderabad,2023-07-02,Veg,618,29,64,583,UPI,Regular,3.9,"Fast Food"
O554,C1568,30,D589,R142,"Pizza Hut","Hyderabad B6",Hyderabad,2023-09-22,Veg,203,32,44,191,UPI,Premium,4.1,"Fast Food"
O555,C1877,29,D108,R311,KFC,"Hyderabad B5",Hyderabad,2023-10-25,Veg,601,47,76,572,Cash,Regular,3.9,"Casual Dining"
O556,C549,37,D11,R209,"Biryani House","Hyderabad B1",Hyderabad,2023-05-04,Veg,471,58,27,502,UPI,Premium,3.4,"Casual Dining"
O557,C1627,30,D817,R139,KFC,"Mumbai B6",Mumbai,2023-07-28,Veg,201,48,65,184,Cash,Premium,4,"Casual Dining"
O558,C677,40,D832,R2,"Biryani House","Mumbai B4",Mumbai,2024-02-16,Veg,850,60,142,768,UPI,Regular,4.9,Cafe
O559,C791,70,D217,R195,"Pizza Hut","Hyderabad B9",Hyderabad,2024-02-13,Veg,761,52,101,712,Cash,Premium,3,Cafe
O560,C1284,39,D605,R386,"Pizza Hut","Mumbai B3",Mumbai,2024-05-19,Non-Veg,395,45,100,340,UPI,Regular,4.7,"Casual Dining"
O561,C421,40,D769,R359,McDonalds,"Mumbai B9",Mumbai,2024-02-07,Non-Veg,604,54,50,608,Cash,Occasional,3.6,"Fast Food"
O562,C1450,28,D721,R259,"Pizza Hut","Delhi B6",Delhi,2024-03-16,Veg,903,26,130,799,UPI,Occasional,4.2,"Casual Dining"
O563,C430,43,D383,R220,"Biryani House","Bangalore B9",Bangalore,2024-08-29,Non-Veg,915,45,76,884,Cash,Regular,3.1,"Casual Dining"
O564,C816,37,D1000,R237,Dominos,"Mumbai B2",Mumbai,2023-03-05,Non-Veg,360,25,117,268,UPI,Regular,4.8,"Fast Food"
O565,C427,30,D827,R132,McDonalds,"Hyderabad B1",Hyderabad,2024-03-02,Non-Veg,902,39,58,883,UPI,Premium,3,Cafe
O566,C1834,37,D702,R158,"Biryani House","Delhi B8",Delhi,2024-03-27,Veg,579,55,94,540,Card,Regular,3.6,"Fast Food"
O567,C920,37,D443,R172,"Biryani House","Pune B1",Pune,2024-10-06,Veg,604,34,104,534,Card,Premium,3.7,"Fast Food"
O568,C1238,34,D378,R261,KFC,"Mumbai B3",Mumbai,2023-01-30,Non-Veg,442,20,66,396,UPI,Premium,4.6,"Fast Food"
O569,C1674,33,D455,R156,Dominos,"Delhi B5",Delhi,2023-09-15,Non-Veg,910,40,109,841,Card,Premium,4.3,Cafe
O570,C1048,36,D997,R394,McDonalds,"Pune B2",Pune,2024-07-29,Non-Veg,446,40,94,392,UPI,Premium,4.8,"Fast Food"
O571,C394,60,D873,R257,Dominos,"Bangalore B3",Bangalore,2023-12-15,Veg,843,48,101,790,UPI,Regular,3.7,Cafe
O572,C95,39,D596,R261,KFC,"Mumbai B3",Mumbai,2023-12-10,Veg,967,24,66,925,UPI,Occasional,4.3,"Fast Food"
O573,C706,28,D580,R199,"Biryani House","Delhi B9",Delhi,2024-02-05,Veg,666,27,58,635,UPI,Regular,4.5,"Casual Dining"
O574,C1694,26,D50,R26,KFC,"Delhi B4",Delhi,2023-10-30,Non-Veg,766,32,56,742,Cash,Occasional,4.1,Cafe
O575,C396,31,D396,R195,"Pizza Hut","Hyderabad B9",Hyderabad,2024-01-12,Non-Veg,1000,58,52,1006,UPI,Regular,4.5,Cafe
O576,C1927,38,D717,R329,"Biryani House","Mumbai B1",Mumbai,2024-05-05,Veg,498,34,124,408,Cash,Premium,3.1,Cafe
O577,C1296,38,D331,R260,KFC,"Mumbai B1",Mumbai,2023-03-02,Veg,277,41,9,309,Cash,Premium,3.7,Cafe
O578,C1570,34,D89,R273,McDonalds,"Mumbai B9",Mumbai,2024-02-24,Veg,365,34,83,316,UPI,Occasional,4.7,"Fast Food"
O579,C1623,35,D980,R105,"Pizza Hut","Hyderabad B10",Hyderabad,2024-01-07,Veg,348,28,83,293,Card,Premium,3.2,"Casual Dining"
O580,C409,32,D514,R200,McDonalds,"Pune B10",Pune,2024-03-25,Non-Veg,237,24,138,123,Cash,Regular,3.9,Cafe
O581,C1176,35,D284,R121,"Biryani House","Delhi B9",Delhi,2023-05-13,Non-Veg,644,42,78,608,UPI,Occasional,3.9,"Fast Food"
O582,C502,32,D966,R307,KFC,"Bangalore B6",Bangalore,2023-10-12,Veg,541,22,95,468,Cash,Regular,4.7,Cafe
O583,C160,32,D334,R130,Dominos,"Delhi B3",Delhi,2024-02-13,Veg,557,44,109,492,UPI,Premium,4,"Casual Dining"
O584,C238,39,D706,R174,Dominos,"Pune B8",Pune,2023-10-05,Veg,428,33,63,398,UPI,Premium,4.5,Cafe
O585,C992,36,D433,R265,McDonalds,"Hyderabad B10",Hyderabad,2024-06-14,Non-Veg,707,46,124,629,UPI,Premium,3.9,"Casual Dining"
O586,C329,33,D719,R369,"Biryani House","Delhi B4",Delhi,2023-12-26,Non-Veg,807,43,43,807,UPI,Regular,3.6,Cafe
O587,C288,27,D21,R286,"Biryani House","Delhi B6",Delhi,2023-10-24,Veg,315,60,75,300,Card,Occasional,4.3,Cafe
O588,C38,36,D773,R400,McDonalds,"Pune B4",Pune,2024-06-30,Veg,253,41,50,244,Cash,Regular,3.7,"Fast Food"
O589,C930,28,D793,R186,"Pizza Hut","Delhi B5",Delhi,2023-09-30,Non-Veg,681,26,82,625,Card,Regular,3.3,Cafe
O590,C657,31,D405,R191,McDonalds,"Hyderabad B2",Hyderabad,2023-08-26,Veg,814,25,24,815,Cash,Regular,4.4,Cafe
O591,C1017,25,D353,R24,"Pizza Hut","Hyderabad B3",Hyderabad,2023-07-20,Non-Veg,351,39,113,277,UPI,Regular,4.7,"Fast Food"
O592,C146,44,D719,R155,KFC,"Delhi B5",Delhi,2023-08-02,Veg,545,35,132,448,UPI,Premium,3.6,"Fast Food"
O593,C1118,27,D112,R114,"Biryani House","Bangalore B2",Bangalore,2024-01-09,Veg,901,58,70,889,Cash,Premium,3.7,"Fast Food"
O594,C302,31,D162,R363,KFC,"Hyderabad B9",Hyderabad,2023-09-11,Non-Veg,810,47,94,763,UPI,Regular,4.6,"Fast Food"
O595,C845,40,D618,R290,"Biryani House","Pune B10",Pune,2023-07-07,Veg,231,34,139,126,UPI,Premium,4.4,Cafe
O596,C1643,31,D915,R124,"Pizza Hut","Hyderabad B1",Hyderabad,2023-03-04,Non-Veg,842,56,87,811,UPI,Occasional,3.7,"Fast Food"
O597,C474,35,D158,R112,"Biryani House","Pune B4",Pune,2023-11-13,Non-Veg,743,52,69,726,Cash,Occasional,4.4,"Casual Dining"
O598,C607,27,D77,R277,Dominos,"Bangalore B6",Bangalore,2023-07-01,Non-Veg,833,55,92,796,Cash,Regular,4.1,"Casual Dining"
O599,C1099,38,D759,R259,"Pizza Hut","Delhi B6",Delhi,2024-01-03,Non-Veg,805,59,27,837,Cash,Occasional,3.4,"Casual Dining"
O600,C577,23,D164,R268,"Biryani House","Hyderabad B4",Hyderabad,2023-10-13,Non-Veg,347,41,92,296,UPI,Occasional,3.8,"Fast Food"
O601,C526,18,D124,R386,"Pizza Hut","Mumbai B3",Mumbai,2023-10-07,Veg,373,49,100,322,UPI,Premium,3,"Casual Dining"
O602,C92,40,D798,R204,"Pizza Hut","Mumbai B1",Mumbai,2023-07-12,Non-Veg,486,20,4,502,UPI,Occasional,3.5,"Fast Food"
O603,C864,67,D201,R218,McDonalds,"Pune B2",Pune,2023-11-30,Non-Veg,274,47,41,280,UPI,Occasional,4.5,"Fast Food"
O604,C644,18,D896,R42,KFC,"Hyderabad B2",Hyderabad,2023-07-23,Non-Veg,381,53,119,315,Cash,Premium,4.3,"Fast Food"
O605,C348,39,D86,R366,McDonalds,"Bangalore B2",Bangalore,2024-02-15,Non-Veg,214,42,133,123,UPI,Regular,4.5,Cafe
O606,C101,32,D494,R73,Dominos,"Bangalore B1",Bangalore,2023-11-12,Veg,451,29,140,340,UPI,Premium,4.9,Cafe
O607,C439,29,D540,R31,McDonalds,"Bangalore B6",Bangalore,2023-12-16,Veg,700,41,87,654,UPI,Regular,5,"Fast Food"
O608,C50,25,D772,R395,McDonalds,"Hyderabad B6",Hyderabad,2023-10-10,Non-Veg,812,21,71,762,UPI,Premium,4.3,"Fast Food"
O609,C853,40,D183,R216,"Pizza Hut","Bangalore B1",Bangalore,2024-02-03,Veg,210,49,116,143,UPI,Regular,3.5,"Casual Dining"
O610,C1683,40,D488,R365,"Pizza Hut","Bangalore B7",Bangalore,2023-11-20,Non-Veg,431,27,81,377,UPI,Premium,3.1,"Casual Dining"
O611,C1915,27,D439,R227,McDonalds,"Hyderabad B4",Hyderabad,2024-03-07,Veg,677,52,12,717,Cash,Occasional,4.2,"Casual Dining"
O612,C1080,27,D727,R92,"Biryani House","Delhi B9",Delhi,2023-12-19,Non-Veg,853,27,61,819,UPI,Premium,4.2,"Casual Dining"
O613,C1458,40,D628,R276,"Pizza Hut","Hyderabad B9",Hyderabad,2024-04-08,Veg,974,27,78,923,UPI,Premium,3.9,Cafe
O614,C596,27,D634,R114,"Biryani House","Bangalore B2",Bangalore,2024-02-13,Veg,934,48,3,979,UPI,Regular,4.2,"Fast Food"
O615,C1029,32,D419,R354,McDonalds,"Bangalore B7",Bangalore,2023-08-09,Non-Veg,492,46,9,529,Cash,Premium,4.9,"Fast Food"
O616,C305,32,D429,R294,"Biryani House","Hyderabad B1",Hyderabad,2023-12-21,Non-Veg,776,51,39,788,Cash,Regular,3.1,"Casual Dining"
O617,C1706,33,D399,R342,"Biryani House","Pune B5",Pune,2023-04-28,Veg,892,48,146,794,UPI,Premium,3.1,"Fast Food"
O618,C1125,53,D934,R145,McDonalds,"Pune B4",Pune,2024-02-06,Veg,634,52,40,646,Cash,Premium,4.1,"Fast Food"
O619,C1525,28,D13,R182,McDonalds,"Delhi B9",Delhi,2023-11-08,Veg,206,26,78,154,Cash,Occasional,4.7,"Casual Dining"
O620,C613,25,D967,R6,Dominos,"Mumbai B4",Mumbai,2023-09-01,Veg,645,43,86,602,UPI,Regular,4.2,Cafe
O621,C1574,35,D137,R105,"Pizza Hut","Hyderabad B10",Hyderabad,2023-03-18,Non-Veg,339,50,133,256,UPI,Premium,4.7,"Casual Dining"
O622,C1844,32,D579,R380,"Pizza Hut","Hyderabad B4",Hyderabad,2023-01-17,Veg,231,21,99,153,Cash,Occasional,3.5,"Casual Dining"
O623,C580,28,D583,R60,"Pizza Hut","Mumbai B3",Mumbai,2023-11-11,Veg,656,37,137,556,UPI,Premium,4.6,Cafe
O624,C260,33,D97,R388,Dominos,"Mumbai B9",Mumbai,2024-03-11,Veg,957,60,14,1003,UPI,Occasional,4.6,"Casual Dining"
O625,C1342,32,D925,R353,"Biryani House","Pune B2",Pune,2024-06-26,Veg,917,23,67,873,UPI,Regular,3.3,"Casual Dining"
O626,C478,32,D52,R292,"Pizza Hut","Delhi B4",Delhi,2023-08-18,Non-Veg,980,31,68,943,UPI,Regular,4.2,"Casual Dining"
O627,C1182,29,D304,R178,"Pizza Hut","Delhi B4",Delhi,2024-01-09,Veg,649,55,67,637,Cash,Premium,3.9,"Casual Dining"
O628,C1208,35,D135,R242,McDonalds,"Pune B8",Pune,2024-06-14,Veg,420,21,88,353,Cash,Occasional,4.2,"Fast Food"
O629,C1212,35,D201,R321,Dominos,"Pune B1",Pune,2023-10-26,Non-Veg,218,41,9,250,UPI,Premium,4.5,"Casual Dining"
O630,C1285,31,D436,R306,McDonalds,"Hyderabad B1",Hyderabad,2023-08-24,Non-Veg,265,48,21,292,UPI,Occasional,3.7,Cafe
O631,C1576,29,D419,R277,Dominos,"Bangalore B6",Bangalore,2023-02-10,Non-Veg,278,24,145,157,Card,Occasional,4.9,"Casual Dining"
O632,C1437,35,D122,R266,"Pizza Hut","Bangalore B9",Bangalore,2023-12-10,Non-Veg,725,33,89,669,UPI,Occasional,4.8,"Casual Dining"
O633,C1123,57,D871,R93,McDonalds,"Mumbai B6",Mumbai,2024-02-28,Non-Veg,663,51,9,705,UPI,Regular,3.9,"Casual Dining"
O634,C1315,42,D834,R343,Dominos,"Bangalore B1",Bangalore,2023-08-07,Non-Veg,420,34,123,331,Cash,Regular,4.1,"Fast Food"
O635,C1526,48,D341,R167,McDonalds,"Bangalore B5",Bangalore,2023-11-01,Veg,713,22,17,718,Cash,Regular,3.2,"Fast Food"
O636,C145,33,D132,R317,KFC,"Mumbai B6",Mumbai,2023-04-15,Veg,478,29,86,421,UPI,Occasional,4.4,"Casual Dining"
O637,C1873,38,D542,R239,McDonalds,"Pune B3",Pune,2023-11-29,Veg,597,60,125,532,UPI,Premium,4.5,Cafe
O638,C1496,30,D646,R362,Dominos,"Bangalore B2",Bangalore,2023-04-26,Non-Veg,747,26,89,684,UPI,Regular,4.8,Cafe
O639,C462,28,D850,R223,McDonalds,"Bangalore B5",Bangalore,2023-12-18,Non-Veg,337,60,85,312,UPI,Regular,3.7,"Fast Food"
O640,C609,34,D181,R264,"Pizza Hut","Mumbai B4",Mumbai,2023-08-27,Non-Veg,656,44,88,612,UPI,Premium,3.5,Cafe
O641,C1246,25,D370,R36,"Biryani House","Delhi B6",Delhi,2024-04-14,Non-Veg,514,23,78,459,UPI,Occasional,4.6,Cafe
O642,C793,40,D66,R316,McDonalds,"Bangalore B3",Bangalore,2024-02-26,Non-Veg,226,58,100,184,UPI,Occasional,3.8,"Casual Dining"
O643,C628,34,D894,R94,"Pizza Hut","Mumbai B10",Mumbai,2023-09-16,Veg,981,56,12,1025,UPI,Premium,3.4,"Fast Food"
O644,C1854,34,D138,R250,McDonalds,"Delhi B8",Delhi,2023-06-30,Non-Veg,530,38,59,509,UPI,Occasional,4.1,"Fast Food"
O645,C284,38,D883,R5,KFC,"Delhi B4",Delhi,2023-05-15,Veg,616,28,132,512,Card,Premium,3.9,"Fast Food"
